id,title,description,category
688090,crashes with stacks in js engine,crashes with stacks in js engine,Crash/Error
124035,[Model Sync] Add ability to disable merge capability in model sync page,[Model Sync] Add ability to disable merge capability in model sync page,Data Inconsistency
468758,"""ASSERTION: Why are we being called with a pending exception?"" with img onload","""ASSERTION: Why are we being called with a pending exception?"" with img onload",Crash/Error
162052,Widget disposed exception when navigating out of structure compare,Widget disposed exception when navigating out of structure compare,Crash/Error
176102,Tooltip for the history view's back button,Tooltip for the history view's back button,UI Bug
318130,Exception when extracting a function,Exception when extracting a function,Crash/Error
490182,Removing width attribute of doesn't affect layout in this case,Removing width attribute of doesn't affect layout in this case,UI Bug
197322,Local variables get global variable syntax coloring.,Local variables get global variable syntax coloring.,Configuration Error
626244,Intermittent browser_webconsole_bug_594477_clickable_output.js | found a network message followed by timeout followed by continuing to run after the timeout,Intermittent browser_webconsole_bug_594477_clickable_output.js | found a network message followed by timeout followed by continuing to run after the timeout,Performance Issue
138011,[Memory View] Format causes boundary alignment to be incorrect,[Memory View] Format causes boundary alignment to be incorrect,UI Bug
300222,[Sync View][Apply Patch] Fix all major issues related to compare editor opened from Patch Contents model,[Sync View][Apply Patch] Fix all major issues related to compare editor opened from Patch Contents model,Data Inconsistency
157055,[variables view] Right click on variable produces ClassNotLoadedErrors,[variables view] Right click on variable produces ClassNotLoadedErrors,Configuration Error
783103,Avoid layout flush from isElementVisible when attempting to focus the URL bar or search bar,Avoid layout flush from isElementVisible when attempting to focus the URL bar or search bar,UI Bug
622184,implement webgl color conversion/premultiplication semantics,implement webgl color conversion/premultiplication semantics,UI Bug
571842,add classes to split menu for CSS addressability,add classes to split menu for CSS addressability,UI Bug
217179,Table and Tree return incorrect default background and foreground color,Table and Tree return incorrect default background and foreground color,UI Bug
538187,CSS changes for :-moz-window-inactive pseudoclass,CSS changes for :-moz-window-inactive pseudoclass,UI Bug
377070,FF crashes during page load,FF crashes during page load,Crash/Error
276532,"Debug toolbar button glows, key bindings stop working","Debug toolbar button glows, key bindings stop working",UI Bug
593533,warning C4101: 'exists' : unreferenced local variable in StartupCache.cpp,warning C4101: 'exists' : unreferenced local variable in StartupCache.cpp,Configuration Error
730148,Handle OOM better in ValidateIncrementalMarking,Handle OOM better in ValidateIncrementalMarking,Crash/Error
501091,[HTML5] Avoid overlap with platform defines in HTML5 element/attribute name object names,[HTML5] Avoid overlap with platform defines in HTML5 element/attribute name object names,UI Bug
171,Export process failure,Export process failure observed in production-like testing. Issue impacts normal workflow and requires investigation.,Crash/Error
772127,Run Contacts and Settings API tests on desktop,Run Contacts and Settings API tests on desktop,Configuration Error
610945,layout/reftests/svg/filters/feSpecularLighting-1.svg seems to fail on opt Linux 32-bit,layout/reftests/svg/filters/feSpecularLighting-1.svg seems to fail on opt Linux 32-bit,UI Bug
417797,table columnHeader should not throw an exception,table columnHeader should not throw an exception,Crash/Error
553815,[SeaMonkey 2.1] mochitest-other: browser_Services.js reports warnings and exception,[SeaMonkey 2.1] mochitest-other: browser_Services.js reports warnings and exception,Crash/Error
532671,"After a plugin crashes, calls on that plugin instance should fail gracefully","After a plugin crashes, calls on that plugin instance should fail gracefully",Crash/Error
392431,Using large images as background for the 'body' don't render in Cairo,Using large images as background for the 'body' don't render in Cairo,UI Bug
792387,Rule view should highlight which sections of a css selector matches an element,Rule view should highlight which sections of a css selector matches an element,UI Bug
475529,"Add button in ""new folder"" dialog not default anymore","Add button in ""new folder"" dialog not default anymore",UI Bug
234921,TVT34:TCT657: JA: Truncation on C++ project panel,TVT34:TCT657: JA: Truncation on C++ project panel,UI Bug
670025,GLContext.cpp:1008:20: warning: variable ‘depthType’ set but not used [-Wunused-but-set-variable],GLContext.cpp:1008:20: warning: variable ‘depthType’ set but not used [-Wunused-but-set-variable],Configuration Error
601771,TM: possibly uninitialized variable in jsclone.cpp,TM: possibly uninitialized variable in jsclone.cpp,Configuration Error
326169,"Make ""prefs / privacy / security"" match ""firefox / prefs / advanced / security""","Make ""prefs / privacy / security"" match ""firefox / prefs / advanced / security""",Security Vulnerability
580100,"ASSERTION/Crash: font is lacking metrics, we shouldn't be here: '(mNumLongMetrics > 0) && mHmtxTable != nsnull'","ASSERTION/Crash: font is lacking metrics, we shouldn't be here: '(mNumLongMetrics > 0) && mHmtxTable != nsnull'",UI Bug
768440,Animate CSS Transitions on the compositor,Animate CSS Transitions on the compositor,UI Bug
478105,XForms/schemavalidation crashes when loading XML file with schema,XForms/schemavalidation crashes when loading XML file with schema,Crash/Error
598090,Sync up the list of white-listed HTML tags and attributes in the sanitizing fragment sink with the HTML5 spec,Sync up the list of white-listed HTML tags and attributes in the sanitizing fragment sink with the HTML5 spec,Data Inconsistency
463786,selecting folder gives eternal spinning pointer if delete button not on toolbar,selecting folder gives eternal spinning pointer if delete button not on toolbar,UI Bug
303499,Editors can't display EUDC mapped to single font,Editors can't display EUDC mapped to single font,UI Bug
182402,FontRegistry.defaultFontRecord() leaks a Font,FontRegistry.defaultFontRecord() leaks a Font,UI Bug
439704,Top portion of browser chrome (containing close/minimize buttons) doesn't match theme--stays an orange-like color.,Top portion of browser chrome (containing close/minimize buttons) doesn't match theme--stays an orange-like color.,UI Bug
712299,don't require manual syncing of font data (kCSSRawFontDescs et al),don't require manual syncing of font data (kCSSRawFontDescs et al),UI Bug
621527,ShadowLayersParent::RecvUpdate crashes when trying to use destroyed layer manager,ShadowLayersParent::RecvUpdate crashes when trying to use destroyed layer manager,Crash/Error
474807,Margin and Padding CSS rules should be independent of UI direction (LTR or RTL),Margin and Padding CSS rules should be independent of UI direction (LTR or RTL),UI Bug
94,Data sync discrepancy,Data sync discrepancy observed in production-like testing. Issue impacts normal workflow and requires investigation.,Data Inconsistency
201502,org.eclipse.sound.feature makes Eclipse unusable if soundcard busy,org.eclipse.sound.feature makes Eclipse unusable if soundcard busy,Feature Request
728553,Better styling for checked QFB button on mail-toolbox under OS X,Better styling for checked QFB button on mail-toolbox under OS X,UI Bug
175069,ResourceInfoPage is not setting dialog font on all widgets,ResourceInfoPage is not setting dialog font on all widgets,UI Bug
649345,Disabled Options Color changer,Disabled Options Color changer,UI Bug
345560,"""chromehidden"" attribute being set after window layout is complete","""chromehidden"" attribute being set after window layout is complete",UI Bug
16,SSL certificate configuration issue,SSL certificate configuration issue observed in production-like testing. Issue impacts normal workflow and requires investigation.,Configuration Error
540183,"Crashes on random occasions, most often when opening or closing or switching tabs","Crashes on random occasions, most often when opening or closing or switching tabs",Crash/Error
138450,[History View] Turning Group by Date in Local History Page on also turns the Compare Mode button on,[History View] Turning Group by Date in Local History Page on also turns the Compare Mode button on,UI Bug
758885,CSS regression in Firefox 13 when an element's class name is set by Javascript,CSS regression in Firefox 13 when an element's class name is set by Javascript,UI Bug
245018,Include path is not listed in project if user defined environment variable is used,Include path is not listed in project if user defined environment variable is used,Configuration Error
471373,"TM: ""Assertion failure: (size_t)(regs.pc - script->code) length"" with E4X OOM, yield","TM: ""Assertion failure: (size_t)(regs.pc - script->code) length"" with E4X OOM, yield",Crash/Error
434701,Possible visual artefacts in the last row of attachments table,Possible visual artefacts in the last row of attachments table,UI Bug
718485,Building layout/media doesn't link gkmedias.dll on Windows,Building layout/media doesn't link gkmedias.dll on Windows,UI Bug
302881,Referenced exported settings aren't updated / restored on project open,Referenced exported settings aren't updated / restored on project open,Configuration Error
564607,Minefield crashes on any O3D demo site,Minefield crashes on any O3D demo site,Crash/Error
414419,[proto] Back button doubles on click,[proto] Back button doubles on click,UI Bug
